date	people	ceremony_type	user_id	msg_id
09-09-2023	300	Γάμος	237	1831bf0129cfa11b
06-17-2023	150	Γάμος	250	18319acbdcfc1f43
05-27-2023	400	Γάμος	251	18318b996ff27839
09-09-2023	150	Γάμος	252	18317cb509b7073c
09-10-2022	300	Γάμος	253	18317838ce2ccfa3
09-23-2023	200	Γάμος	254	1831750046c19d5d
07-22-2023	100	Γάμος	255	18314a49e3416716
09-01-2023	120	Γάμος	246	18313af51126877a
08-26-2023	200	Γάμος	256	18313019e559e9a9
08-07-2023	200	ΓΑΜΟ	257	18312948681fe206
01-07-2023	180-200	ΓΑΜΟ	258	1831286b99c6ef28
15-07-2023	140	ΓΑΜΟ	259	183127ac74df123d
05-28-2023	80	Γάμο	260	1831279c67453c0c
09-06-2022	350	Γάμος	261	183124d59477a556
07-15-2023	140	Γάμος	259	183123a43599de0d
06-16-2023	200	Γάμο	262	183121ea30fdb5b8
1-7-2023	180-220	ΓΑΜΟ	258	183121e061ca75fa
09-30-2023	120	Γάμος	263	183119b99ef54e41
07-29-2023	100	Γάμος	71	1830f2f5003f4d6d
07-22-2023	130	Γάμος	264	1830e97053db8ef0
06-10-2023	250	Γάμος	265	1830e6d7f543f9a2
10-08-2023	200	Γάμος	266	1830e5f592101fa5
10-21-2023	350	Γάμος	267	1830e1a127b0b46c
08-27-2023	200	Γάμος	268	1830e084a61c0ff1
28-05-2023	180	ΒΑΠΤΙΣΗ	269	1830de634785e75c
25-08-2023	100-120max	ΓΑΜΟ	270	1830de27572cb56b
09-23-2023	250	Γάμο	271	1830de05db3ddeae
09-05-2022	130	Γάμο	272	1830ddff61831419
09-02-2023	250	Γάμος	273	1830dd71fb2d23a4
06-24-2023	200	Γάμος	274	1830db1e96fa022f
07-01-2023	200	Γάμος	275	1830daefb6d07468
05-14-2023	100	βάπτιση	276	1830c2714da59542
20-05-2023	100	ΒΑΠΤΙΣΗ	277	183094bbb61a767b
25-08-2023	200-220Μεπαιδια	ΓΑΜΟ	278	183094b107b6f41f
09-06-2023	150-200	ΓΑΜΟ	279	183094915d0528c8
05-27-2023	300	Γάμος	280	18308634a267d3db
07-02-2023	200	βάπτιση	281	183083aba417146f
09-02-2023	200	Γάμος	282	1830825aad87dad2
09-09-2023	170	Γάμος	283	183079ead985b885
06-25-2023	200	Γάμος	284	18304a97adef8a83
07-01-2023	170	ΓΑΜΟ	285	183049c336b49e2e
07-09-2024	300	ΓΑΜΟ	286	183049beaae1ecb5
23-06-2023	150	ΓΑΜΟ	287	183049b5b1d1d2c8
23-09-2023	150	ΓΑΜΟ	288	18304935b2b90956
06-03-2023	300	Γάμος	289	182fff85767e3478
07-10-2023	200	Γάμος	290	182fd731899f61f4
10-06-2023	250-300	ΓΑΜΟ	291	182fad539d4cdd1c
03-06-2023	150	ΓΑΜΟ	292	182fa8a741b15252
27-05-2023	250	ΓΑΜΟ	293	182fa17a1b066efa
09-09-2023	350	ΓΑΜΟ	294	182f8a2d465f66e2
09-02-2023	250	Γάμο	295	182f8a2979100895
12-30-2022	160	Γάμος	296	182f84d9b61b40e2
05-21-2023	200	Γάμος	297	182f57c18a31fa09
17-06-2023	250-300	ΓΑΜΟ	298	182f570031ea4c51
10-29-2022	250	Γάμος	299	182f55e273ae92e8
10-22-2022	200	Γάμος	300	182f3ec905b2b620
02-07-2023	300	ΓΑΜΟ	192	182f3dfd6a3ac582
09-09-2023	250-300	ΓΑΜΟ	301	182f3a06cb671211
23-09-2023	250	ΓΑΜΟ	302	182f33f5a50aca04
06-05-2023	200	ΓΑΜΟ	303	182f33f060de235d
10-01-2022	100	Γάμο	304	182f33db535493a5
04-30-2023	170	Γάμο	305	182f33d5bf02e180
04-30-2023	170	Γάμος	305	182f332fea515bd0
06-17-2023	200	Γάμος	306	182f2d1f6f7c170d
17-09-2023	200	ΓΑΜΟ	307	182efaa3fe6f5536
09-17-2023	200	Γάμος	307	182ef75f6340e31a
16-9-2023	150-200	ΓΑΜΟ	308	182ef565c272ebfa
16-09-2023	250	ΓΑΜΟ	309	182ef560bc607732
27-05-2023	150-180	ΓΑΜΟ	310	182ef55986abae75
09-16-2023	280	Γάμος	301	182eedd90c7ca7ce
06-24-2023	200	Γάμος	311	182ee4a7b63d0b7e
09-16-2023	200	Γάμος	308	182eba6448962960
10-28-2023	150	Γάμος	312	182eb36c3ddc75de
07-23-2023	150	Γάμος	313	182ea661791efc39
	200	ΓΑΜΟ	314	182ea368f65d8a3f
12-04-2022	200	Γάμος	315	182ea3443929a106
08-09-2023	250	ΓΑΜΟ	316	182e956f897d43bd
01-07-2023	170	Γάμος	285	182e9204d2d7beab
05-13-2023	220	Γάμος	317	182e911d18dc4845
04-30-2023	350	Γάμος	318	182e894b671bb2bb
1996-04-25	250	Γάμος	319	182e873b0d39b296
09-01-2023	150	Γάμος	320	182e8499da651a91
06-09-2023	150	Γάμος	279	182e5c341580fccb
09-09-2023	150	Γάμος	321	182e54c5cf356f66
09-01-2023	300	Γάμος	322	182e51fc8526747d
24-06-2023	200	ΓΑΜΟ	323	182e43e707d9b2d8
09-02-2023	300	Γάμος	324	182e17226e92c2c5
04-30-2023	200	Γάμο	325	182e10e77c3238d6
08-16-2023	200	Γάμος	326	182e03df97159e15
	180	ΓΑΜΟ	327	182df5c411832fab
23-9-23	200	ΓΑΜΟ	328	182df1c99fca3eed
03-09-2023	150-180	ΓΑΜΟ	329	182d9f739c5d5694
10-07-2023	170	Γάμος	330	182d46a40939056c
06-23-2023	100	Γάμο	331	182d3ff2946b2fd9
22-07-2023	150-200	ΓΑΜΟ	332	182d0b24af78d838
01-09-2023	250	Γάμος	333	182cf8365bc6da8b
18-06-2023	380-400	ΓΑΜΟ	334	182ceb459f47c8b2
07-22-2023	210	Γάμο	335	182cb632809a7465
09-09-2023	250-300	ΓΑΜΟ	336	182c75e51454e372
09-02-2023	250	Γάμο	337	182c6cec94f5601b
07-08-2023	300	Γάμος	338	182c5babc1b57228
09-03-2023	300	Γάμος	339	182c5ad5052df95d
02-09-2022	200	ΕΚΔΗΛΩΣΗ	340	182c5a19c80fdb15
09-02-2023	130	Γάμος	341	182c588d313e9fa1
05-26-2023	300	Γάμος	342	182c55ede38e06bc
09-09-2023	270	Γάμο	344	182c444acf127eef
06-03-2023	80	Γάμος	260	182c04835011ef63
